District code,State,District,Latitude,Longitude,Population,Male,Female,Literate,Male_Literate,Female_Literate,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Workers,Male_Workers,Female_Workers,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Rural_Households,Urban_Households,LPG_or_PNG_Households,Type_of_fuel_used_for_cooking_Any_other_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Total_Power_Parity,Power_Parity_Less_than_Rs_45000,Power_Parity_Rs_45000_90000,Power_Parity_Rs_90000_150000,Power_Parity_Above_Rs_545000,Having_bathing_facility_Total_Households,Having_latrine_facility_within_the_premises_Total_Households,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Married_couples_1_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_3_or_more_Households,Ownership_Owned_Households,Ownership_Rented_Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,sex_ratio,Literacy Rate,Youth_Dependency_Ratio,Elderly_Dependency_Ratio
216,Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,4801062,2527497,2273565,2509232,1487117,1022115,1092952,743623,419433,299475,194920,138916,14475,2903794,1924438,4828232,1547586,1195308,352278,3253476,273436,769001,65253,439896,4032773,745546,5149,933,288,382,98,998694,120700,87796,9922,180651,10290,73012,4105,1064,1719,828,70,346386,256532,3016735,1079189,697108,702089,126765,24479,32056,911967,22474,414460,446177,90.0,52.0,279.5372265655043,64.59554350535448
217,Bihar,Gopalganj,26.44874364161851,84.34636127167629,2562012,1267666,1294346,1382998,793905,589093,540603,470828,291624,223776,123249,79109,7690,1736879,977719,2714598,728201,539586,188615,1833811,208959,338666,26049,154527,2119262,436057,2463,271,167,133,28,515925,38133,31193,992,69375,3707,33596,2370,596,1022,458,25,209045,84425,1642807,546202,370662,248009,89316,32551,48075,412706,5453,143078,255329,102.0,54.0,300.76912936972036,67.8617068410588
218,Bihar,Siwan,26.1736372013652,84.33766552901022,3330464,1675090,1655374,1930175,1115906,814269,689880,612635,445257,355277,186817,119164,12091,2421121,1207119,3628240,932416,730396,202020,2398048,264928,376344,31244,259900,2712635,608282,2618,369,407,359,86,632514,41858,42384,1873,52935,3834,37833,3014,734,1292,596,32,276680,124672,2115448,713597,498299,323877,114884,41033,61005,535085,6347,158086,358850,99.0,58.0,296.44855569740344,69.82918930432723
219,Bihar,Saran,25.89656077844312,84.82266287425155,3951862,2022821,1929041,2157454,1285767,871687,793945,693465,433759,361171,213251,148065,9848,2653504,1313700,3967204,1040231,857660,182571,2911631,232097,493461,42103,272570,3534772,406449,2330,371,229,322,107,701323,76299,51822,3010,94787,4509,37442,3667,892,1553,726,52,276656,137526,2516115,847031,585386,384243,132367,47458,70773,628222,8764,207758,381637,95.0,55.0,297.0511114705365,69.11033952712474
220,Bihar,Vaishali,25.8134703180212,85.39247597173153,3495021,1844535,1650486,1926740,1152576,774164,810191,487594,370247,291392,178320,124448,9094,2271286,1479152,3750438,1060344,858648,201696,2434677,255017,502637,36958,265732,3152346,333980,2203,707,362,246,71,699317,51494,47300,7339,70001,4810,39564,2930,773,1254,573,35,208882,171904,2176701,759132,486032,435592,112105,30410,41647,620927,6879,295371,259500,89.0,55.0,286.7355084491235,64.02470189637638
221,Bihar,Samastipur,25.793205563909765,85.94833323308269,4261566,2230003,2031563,2142880,1293575,849305,781038,710468,438908,284082,186153,129933,19126,2549708,1996651,4546359,1343400,1037576,305824,2918166,299039,721629,47917,274815,3800598,452370,2126,554,292,231,112,1012979,43486,46123,14232,88021,5379,50918,3500,1005,1534,661,23,213527,159459,2766930,913339,568812,657647,102513,21642,27676,829443,10874,384786,352172,91.0,50.0,302.9466605499163,62.27829973317684
222,Bihar,Begusarai,25.54302613168723,86.12560144032932,2970541,1567660,1402881,1548673,918507,630166,577601,484502,291877,207136,144783,101836,14599,1822334,1242551,3064885,938182,715345,222837,2032359,146035,430870,58167,303110,2554330,407348,2209,402,229,276,57,594377,139248,49493,5170,120373,4644,43127,2354,751,1029,447,18,193224,186662,1951688,644874,369996,473100,59643,12420,16403,577162,10968,219003,313654,89.0,52.0,302.64640844568083,57.374929055908595
223,Bihar,Khagaria,25.53558891454964,86.56593256351037,1666886,883786,783100,768028,461153,306875,350601,233494,130004,100555,65931,38697,5969,925251,903323,1828574,560805,398216,162589,1106081,104517,325731,20816,109741,1486989,175588,1253,143,79,86,115,373696,21007,15401,1213,40641,1580,21654,1254,406,535,245,16,88774,78061,1114645,355531,195796,269846,29736,4781,6121,321312,3292,148230,142226,89.0,46.0,313.51555841825325,55.071428370521836
224,Bihar,Bhagalpur,25.277192885375477,87.04213814229242,3037766,1615663,1422103,1573066,937669,635397,614644,524322,300767,247079,154643,118843,16119,1976417,1139715,3116132,983528,740056,243472,2054238,135161,475228,60461,312678,2487866,537098,3556,415,180,1050,32,522527,130634,63241,8046,174534,6764,46929,2814,667,1127,593,70,208730,189954,1952879,674660,397654,430436,71666,14964,19816,540365,13460,209060,250177,88.0,52.0,289.4612100910088,58.94139270150891
225,Bihar,Banka,24.832355642023337,86.8664916342413,2034763,1067140,967623,965321,590961,374360,408188,386707,196305,120653,63103,35767,3922,1214645,879831,2094476,771080,517817,253263,1263683,172440,462614,26680,109346,1772655,250925,6138,139,113,94,1035,425604,18492,15459,9460,62359,1704,22300,1738,510,764,325,10,88429,46555,1291235,462080,278863,272892,63056,14195,18917,372571,3728,161124,108991,91.0,47.0,279.4397074099723,60.34950657894736
226,Bihar,Munger,25.198537962962963,86.54173672839504,1367765,729041,638724,801817,473741,328076,226699,158699,146414,147152,101907,64469,4394,849734,498676,1348410,426658,327453,99205,941107,45953,196449,16690,167566,1252319,110416,1815,338,95,145,61,222281,85782,49141,1855,90461,2653,17946,1424,287,554,307,42,109560,102385,860147,316713,188319,199555,33704,6965,9066,248457,11182,93833,126411,88.0,59.0,271.58563115502045,59.46045789089807
227,Bihar,Lakhisarai,25.183449321266963,86.12825701357468,1000912,526345,474567,507270,305182,202088,172076,149312,111684,85807,48001,27261,3814,597955,450967,1048922,326576,240494,86082,674336,78532,159970,13546,74528,956396,40886,487,140,52,78,52,175882,31763,12938,965,44491,1186,8862,904,222,376,181,15,60658,52316,650642,218840,130655,101792,30165,9874,14340,158930,3444,58733,75362,90.0,51.0,297.3140193748858,59.70343630049351
228,Bihar,Sheikhpura,25.12472436548223,85.77839390862943,636342,329743,306599,328676,196431,132245,129673,110525,59529,52860,33856,19676,3399,409518,305609,715127,224655,151569,73086,411687,54511,109696,9917,50531,596102,37653,313,75,41,43,31,108293,24345,6803,1852,20065,631,8873,565,153,231,116,12,35018,30019,413475,136898,85045,61869,21544,7777,11485,100345,2119,42462,38651,93.0,52.0,302.0314394658797,62.12289441774168
229,Bihar,Nalanda,25.229345508982053,85.48053113772461,2877653,1497060,1380593,1519933,919558,600375,581978,486266,320839,274556,177358,133032,11159,1985188,1324385,3309573,1045420,703405,342015,1832233,221240,534021,52585,237574,2669775,198033,1978,393,414,561,64,514141,102522,43761,7136,101378,4156,43848,2578,624,1064,523,48,180298,149675,1829128,642197,403129,297609,99650,32597,46830,464186,17540,164405,223694,92.0,53.0,284.82350431409674,62.773416879867085
230,Bihar,Patna,25.40297114503818,85.3198433587787,5838465,3078512,2759953,3459679,2028047,1431632,1244842,1095655,920051,698351,463361,452340,46126,4920726,2590473,7511199,1881886,1436411,445475,3956579,271216,658203,85349,867118,5356075,439952,12551,4803,1062,2151,203,657991,552103,321307,11250,546859,40692,132582,7065,1091,2325,1877,476,562795,507581,3626564,1382654,815638,609661,183921,60090,86592,829728,104162,252246,607942,90.0,59.0,262.2900595521367,58.99075256716431
231,Bihar,Bhojpur,25.50666439393939,84.49407803030304,2728407,1430380,1298027,1599151,973486,625665,581580,605307,367059,313509,163303,131137,10630,2172525,1005140,3177665,822493,640283,182210,1905914,190896,364875,47985,218737,2518216,197819,2165,544,647,1472,48,434559,77368,45763,6058,62153,3661,34658,2600,602,1068,535,53,216412,112983,1722387,613072,387389,228026,94321,36903,58276,401256,9625,78650,312557,91.0,59.0,280.94367382623903,63.188173656601506
232,Bihar,Buxar,25.48593018867924,84.08808081760995,1706352,887977,818375,989807,593544,396263,331675,420187,256124,178044,89306,64117,5224,1344677,457814,1802491,538322,402180,136142,1168030,132472,251790,26122,127938,1591454,105423,2125,248,5090,97,57,299252,35405,27362,2628,46760,1784,19324,1556,392,653,313,25,130771,64826,1074754,375372,253998,144919,59439,23401,37653,254972,4718,54463,188476,92.0,58.0,286.31704016282515,67.66567564975544
234,Bihar,Rohtas,24.99170460829495,83.9350762672811,2959918,1543546,1416372,1799832,1061783,738049,535187,548971,399053,333053,194928,161555,16006,2188753,876443,3065196,924879,707939,216940,2035039,218087,405544,48512,252736,2645415,300487,2889,2569,1584,252,537,512383,95678,41659,5119,114893,4594,36279,1555,299,588,363,46,248462,128652,1875174,673742,407193,260042,103275,37743,58724,433720,15995,73129,356548,92.0,61.0,278.32226579313743,60.437526530927265
235,Bihar,Aurangabad,24.774291867469877,84.45986024096379,2540073,1318684,1221389,1466002,868733,597269,559512,482199,302662,253142,136783,91371,8329,1833998,784131,2618129,837770,599157,238613,1702303,178525,426096,40652,192497,2291133,237353,2218,295,334,775,19,428291,49006,24106,4141,44456,2362,31168,2215,585,940,435,29,166509,84329,1626969,564571,340948,221195,88642,32349,49556,377134,6754,101279,247664,93.0,58.0,288.17792624842576,60.39063288762618
235,Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,2540073,1318684,1221389,1466002,868733,597269,559512,482199,302662,253142,136783,91371,8329,1833998,784131,2618129,837770,599157,238613,1702303,178525,426096,40652,192497,2291133,237353,2218,295,334,775,19,428291,49006,24106,4141,44456,2362,31168,2215,585,940,435,29,166509,84329,1626969,564571,340948,221195,88642,32349,49556,377134,6754,101279,247664,93.0,58.0,288.17792624842576,60.39063288762618
515,Bihar,Aurangabad,24.774291867469877,84.45986024096379,3701282,1924469,1776813,2503837,1430936,1072901,381695,686271,422964,537936,310762,253253,19101,2611982,819734,3431716,1575079,1015864,559215,2126203,554518,396630,28033,595898,2545438,786677,15991,5142,309093,30981,1005,551789,427343,246324,627,589477,23258,69937,8119,472,1966,1997,501,616355,360410,2211996,909771,571932,515923,114583,28816,35684,580691,138210,198011,422166,92.0,68.0,243.13766871003804,62.865490326686604
515,Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,3701282,1924469,1776813,2503837,1430936,1072901,381695,686271,422964,537936,310762,253253,19101,2611982,819734,3431716,1575079,1015864,559215,2126203,554518,396630,28033,595898,2545438,786677,15991,5142,309093,30981,1005,551789,427343,246324,627,589477,23258,69937,8119,472,1966,1997,501,616355,360410,2211996,909771,571932,515923,114583,28816,35684,580691,138210,198011,422166,92.0,68.0,243.13766871003804,62.865490326686604
236,Bihar,Gaya,24.7266541547278,84.94291217765044,4391418,2266566,2124852,2297613,1368803,928810,902272,757690,447480,342254,191824,131163,12047,2784730,1953368,4738098,1664062,1076170,587892,2727356,370759,783505,87178,422620,3876395,488121,3943,913,870,1723,108,696289,111282,57738,12165,112617,6856,57011,3998,979,1650,813,75,260921,167232,2810026,936630,537333,396876,161407,57349,87698,665673,18754,246837,312298,94.0,52.0,300.0145201413579,57.368758207616665
237,Bihar,Nawada,24.825708836206903,85.61594568965519,2219146,1144668,1074478,1091012,659474,431538,601011,368649,195072,161127,95943,64585,3130,1489517,1091439,2580956,817041,539439,277602,1402105,216400,397505,40018,163118,1964620,244394,1299,250,176,279,80,379551,45323,20522,5829,31162,1841,28411,1924,561,820,374,22,132057,77297,1440781,485628,288805,194211,80648,31140,48312,336216,7706,131390,149765,94.0,49.0,296.68408740846905,59.470417685965394
238,Bihar,Jamui,24.78418380462726,86.26316298200514,1760405,916064,844341,858588,534385,324203,420472,317612,153973,104211,56137,29633,3439,1085477,765297,1850774,727571,452288,275283,1032834,156491,331466,105637,133977,1525746,217621,8443,162,159,87,3438,325909,30851,12984,3448,32633,1839,22414,1516,396,654,291,14,64170,45733,1135919,392052,227016,203766,54928,17180,24953,300265,5351,153708,66941,92.0,49.0,289.7368206258354,57.904563680328124
239,Bihar,Jehanabad,25.155679045643165,84.9208124481328,1125313,585582,539731,618881,374412,244469,211761,165906,117558,112966,68748,45519,3539,725997,495877,1221874,365378,266423,98955,759935,86108,179519,15075,84676,1045117,75742,691,148,248,60,58,186660,28132,15507,4098,27641,1106,11302,960,248,408,190,13,74772,50439,714244,254582,155106,108063,39854,14343,21132,176076,4205,60659,99381,92.0,55.0,280.5555773778193,60.92575280263334
245,Arunachal Pradesh,Tawang,27.680683962264148,91.82504245283016,49977,29151,20826,26073,17720,8353,4904,4730,4029,2140,1989,1379,667,19838,19203,39041,28561,19554,9007,21416,7631,1581,114,19235,11842,787,776,1164,34920,72,349,10730,2452,3794,6,8635,96,494,348,52,161,70,4,3562,7026,30709,13849,5399,6239,323,19,21,6820,2134,3654,3806,71.0,52.0,221.741641995812,38.98476424290563
246,Arunachal Pradesh,West Kameng,27.46486582278483,92.65015750452083,83947,46155,37792,48492,29566,18926,8836,10317,8428,5633,3987,2693,299,40193,25606,65799,42493,28313,14180,41454,14476,1705,801,25511,31265,1970,8466,328,36087,71,5556,17889,6306,7133,1,14188,202,887,348,52,161,70,4,7421,8253,53026,22362,8493,11500,1003,105,132,9390,5787,7026,6902,82.0,58.0,237.125480726232,37.97960826401932
247,Arunachal Pradesh,East Kameng,27.371194055944056,93.04741486013997,78690,38775,39915,38449,21599,16850,11713,10487,8852,6213,4510,2330,142,44247,31763,76010,31710,16424,15286,46980,21835,1063,273,8539,12333,652,37136,36,452,23,27868,14503,5215,3583,1,5318,57,885,348,52,161,70,4,4477,4703,53752,17922,6960,11366,1396,217,266,12051,2014,7097,2839,103.0,49.0,299.92188371833504,38.83495145631068
248,Arunachal Pradesh,Papum Pare,27.273529716981127,93.54468183962264,176573,89182,87391,121048,65794,55254,15368,21956,21376,20007,17342,13840,926,110815,30360,141175,65772,41263,24509,110801,14104,1859,1543,48266,57027,6148,84397,310,4768,139,22586,20308,30180,22966,32,30539,2477,7418,644,68,193,192,40,23052,25706,120592,43812,11856,24776,2474,435,559,15037,12769,9481,19772,98.0,69.0,275.24879028576646,27.061079156395508
249,Arunachal Pradesh,Upper Subansiri,28.277196566523585,93.8991435622318,83448,41758,41690,45278,24807,20471,10219,16118,15339,10348,8017,4276,473,64790,28364,93154,33370,17898,15472,50078,21690,1846,481,9353,13474,521,8779,28,297,11,59449,14542,4672,3123,23,5373,139,750,348,52,161,70,4,5007,6658,56054,20055,7230,12018,1285,167,227,13420,1635,7080,3847,100.0,54.0,279.5013712291199,36.05086013462977
250,Arunachal Pradesh,West Siang,28.106296920289843,94.53510344202908,112274,58168,54106,64746,36777,27969,14227,17675,15908,11441,8418,6030,521,74220,27956,102176,49177,29156,20021,63097,28852,1384,298,18643,15881,2218,29969,577,3311,49,60005,22272,8503,6115,23,14204,303,1300,348,52,161,70,4,10692,15800,70415,28305,13469,13982,2874,493,631,14876,4678,7809,9685,93.0,58.0,248.77230171347819,47.58523229111464
251,Arunachal Pradesh,East Siang,28.15382352941176,95.06499226006191,99214,50116,49098,62576,34210,28366,9938,13713,13968,10937,9498,6540,525,65119,21543,86662,40222,23591,16631,58992,20185,3565,493,15979,27854,2289,18254,69,776,30,49393,19497,9524,4866,9,14231,450,1582,644,68,193,192,40,8399,11735,61993,25334,11802,13537,2123,358,446,11640,5518,7331,7504,98.0,63.0,244.70277097971106,46.58561616799558
252,Arunachal Pradesh,Upper Siang,28.8309244897959,95.00155765306124,35320,18699,16621,18195,10723,7472,3952,5584,4915,2935,2211,1349,46,20992,11209,32201,17644,9968,7676,17676,9976,804,591,6273,5261,411,5643,27,2577,7,20967,8569,2182,1504,1,6198,97,392,348,52,161,70,4,2714,4413,21090,8910,5252,4865,631,66,87,5393,1047,3801,2537,89.0,52.0,236.70033670033672,58.94500561167227
253,Arunachal Pradesh,Changlang,27.36048479338845,96.37552644628106,148226,76948,71278,73174,44027,29147,20425,22537,17354,10032,5641,3633,834,80456,57290,137746,62966,39329,23637,85260,39732,4208,496,18530,47683,2134,35969,94,50381,95,11738,33422,6498,4762,1,14593,170,1486,348,52,161,70,4,9721,19606,96630,35018,16414,21057,3081,422,483,20141,5793,10346,12040,93.0,49.0,275.9438003312582,46.87303672397053
254,Arunachal Pradesh,Tirap,26.94406229508198,95.41470327868862,111975,57604,54371,47974,29313,18661,13585,16989,12077,7834,4305,2134,182,57106,50628,107734,50169,27545,22624,61806,35967,1811,836,11555,20682,1103,83361,61,778,43,5325,18420,6500,3104,0,16026,98,888,348,52,161,70,4,6582,16937,71785,25669,14423,13124,3072,482,565,15861,2575,7290,4989,94.0,43.0,279.65639487319334,56.18839845728311
255,Arunachal Pradesh,Lower Subansiri,27.70849297297297,93.96226108108112,83030,41843,41187,54057,29470,24587,8492,10821,11661,9861,7674,5230,295,54034,17273,71307,30202,17339,12863,52828,13656,1968,435,14143,9551,1482,34402,27,193,13,37085,18112,5365,4211,1,12493,381,1598,348,52,161,70,4,8804,11232,55258,20305,7412,10649,1513,260,358,11259,3062,5240,7800,98.0,65.0,272.1398670278257,36.50332430435853
256,Arunachal Pradesh,Kurung Kumey,28.04853351800553,93.24531994459834,92076,45318,46758,36606,20258,16348,12661,15054,12264,6997,4353,2031,299,53659,42621,96280,38044,18429,19615,54032,27417,2947,833,6847,4859,471,51189,43,121,81,34158,18603,1092,586,24,3911,95,969,348,52,161,70,4,2173,4066,64379,20713,6836,12003,2146,329,403,15458,410,7920,1688,103.0,40.0,310.81446434606283,33.00342779896683
258,Arunachal Pradesh,Lower Dibang Valley,28.32651730103806,95.76567335640142,54080,28053,26027,31849,18087,13762,5875,7957,7351,5508,3570,2795,85,33141,14406,47547,22326,14102,8224,31754,9687,3354,233,9052,28915,2247,9213,33,2932,19,10393,12000,3950,3068,2,5932,207,742,348,52,161,70,4,4945,6143,35140,13254,5652,7625,977,116,151,5317,3805,3148,5416,93.0,59.0,265.1275086766259,42.64373019465821
259,Arunachal Pradesh,Lohit,27.946785273972623,96.59670770547945,145726,76221,69505,83062,48380,34682,19306,25179,20643,13070,7612,5180,584,91574,52421,143995,60945,38910,22035,84781,29909,7789,786,22461,99020,3846,10684,210,24452,104,7277,33599,11372,6549,12,17157,312,1471,348,52,161,70,4,11806,17327,94890,35493,15195,21917,2652,386,447,17340,7188,7993,16365,91.0,57.0,267.34849125179613,42.81125855802553
261,Nagaland,Mon,26.69207374301676,95.03072988826828,250260,131753,118507,119626,67432,52194,37431,46055,30500,7628,3565,1772,107,127058,130529,257587,147654,79425,68229,102606,113473,10836,1608,21737,8102,3444,236494,84,1256,314,1,43607,7415,1080,6,14398,178,2844,381,79,210,42,5,28073,27663,168773,53600,27437,33129,3305,370,418,36498,3623,18725,8005,90.0,48.0,314.875,51.1884328358209
262,Nagaland,Mokokchung,26.478911764705888,94.522426006192,194622,101092,93530,159494,83479,76015,20259,43483,54035,27425,13077,10299,870,169448,22555,192003,100067,57084,42983,94555,48925,9166,3798,38178,9840,2057,181847,78,442,66,6,37536,17742,7236,87,40154,537,2728,346,53,169,63,8,41293,41057,111243,52853,30363,32371,1393,76,91,31404,8870,21415,10166,93.0,82.0,210.47622651505117,57.44801619586401
